id,name,brand,category_id,price,original_price,discount_percentage,rating,rating_count,color,delivery_days,occasion,season,material,popularity_score
60,Aura & Silk Boho Black Loafers & Flats,Aura & Silk,3,3670.00,9176.00,60,4.9,382,Black,3,Loungewear,Summer,Mulberry Silk,87.6
206,Saffron Studio Urban Red Lipsticks & Lip Care,Saffron Studio,4,852.00,2130.00,60,3.9,789,Red,2,Sports,All Season,Mulberry Silk,87.1
226,Aethel Modern Boho Charcoal Fragrances & Perfumes,Aethel Modern,4,2279.00,3039.00,25,3.8,673,Charcoal,2,Casual,Summer,Genuine Leather,87.1
30,Slim Tapered Stretch Selvedge Jeans,Stitch & Stone,2,2799.00,4999.00,44,4.6,340,Blue,5,Casual,All Season,Japanese Selvedge Denim,87.0
10,Slim Tapered Stretch Selvedge Jeans,Stitch & Stone,2,2799.00,4999.00,44,4.6,340,Blue,5,Casual,All Season,Japanese Selvedge Denim,87.0
162,Stitch & Stone Textured Lavender Sunglasses,Stitch & Stone,5,3174.00,6349.00,50,4.5,718,Lavender,5,Casual,Monsoon,Rayon Chiffon,86.6
186,Noir Paris Vintage White Face Makeup & Blush,Noir Paris,4,802.00,1235.00,35,4.6,895,White,2,Loungewear,Winter,Merino Wool,86.5
189,Urban Thread Bespoke Pink T-Shirts & Polos,Urban Thread,2,3389.00,5215.00,35,4.6,109,Pink,2,Party,All Season,Velvet Blend,86.4
202,Kritika Ethnics Signature Black Handbags & Totes,Kritika Ethnics,5,4758.00,6345.00,25,3.9,702,Black,2,Loungewear,All Season,Merino Wool,86.1
93,Urban Thread Artisanal Maroon Dresses,Urban Thread,1,1617.00,3234.00,50,3.9,710,Maroon,3,Party,Summer,Genuine Leather,86.1
29,Structured Charcoal Wool Blend Blazer,Noir Paris,2,5499.00,9999.00,45,4.8,195,Grey,3,Formal,Winter,Fine Merino Wool Blend,86.0
9,Structured Charcoal Wool Blend Blazer,Noir Paris,2,5499.00,9999.00,45,4.8,195,Grey,3,Formal,Winter,Fine Merino Wool Blend,86.0
132,Verona Street Boho Red Fashion Jewellery,Verona Street,5,4645.00,7147.00,35,4.0,724,Red,2,Party,Monsoon,Rayon Chiffon,85.8
247,Aura & Silk Tailored Red Fashion Jewellery,Aura & Silk,5,1728.00,3142.00,45,4.0,935,Red,2,Formal,Winter,100% Cotton,85.7
45,Loom & Weave Artisanal Burgundy Formal Shoes,Loom & Weave,3,3844.00,5492.00,30,4.7,458,Burgundy,2,Party,Winter,Velvet Blend,85.6
142,Verona Street Signature White Watches & Chronos,Verona Street,5,1557.00,2831.00,45,4.0,488,White,4,Party,Winter,Mulberry Silk,85.6
133,Saffron Studio Bespoke Charcoal Tops & Tees,Saffron Studio,1,2339.00,4678.00,50,4.0,411,Charcoal,2,Wedding,Monsoon,Velvet Blend,85.5
41,Urban Thread Tailored Maroon Face Makeup & Blush,Urban Thread,4,1034.00,1478.00,30,3.9,119,Maroon,4,Formal,Monsoon,Mulberry Silk,85.3
130,Verona Street Textured Charcoal Sneakers,Verona Street,3,1774.00,2535.00,30,4.6,346,Charcoal,2,Formal,Monsoon,Rayon Chiffon,85.2
200,Urban Thread Artisanal Charcoal Heels & Pumps,Urban Thread,3,2688.00,6722.00,60,4.9,86,Charcoal,2,Loungewear,Summer,Organic Linen,85.1
86,Noir Paris Structured Red Fragrances & Perfumes,Noir Paris,4,1230.00,2050.00,40,4.7,935,Red,4,Loungewear,Monsoon,Rayon Chiffon,85.1
233,Saffron Studio Artisanal Navy Trousers & Jeans,Saffron Studio,1,3008.00,4011.00,25,3.9,798,Navy,3,Wedding,Winter,100% Cotton,85.1
42,Noir Paris Signature Charcoal Fashion Jewellery,Noir Paris,5,3879.00,9699.00,60,4.2,411,Charcoal,5,Sports,All Season,Organic Linen,84.9
75,Noir Paris Bespoke Olive Running & Training Shoes,Noir Paris,3,2617.00,4759.00,45,3.9,872,Olive,4,Wedding,Winter,Genuine Leather,84.7
82,Aethel Modern Vintage Black Sunglasses,Aethel Modern,5,4869.00,8853.00,45,4.2,947,Black,3,Formal,Monsoon,100% Cotton,84.4
119,Aura & Silk Bespoke Burgundy Formal Shirts,Aura & Silk,2,1322.00,1763.00,25,3.9,622,Burgundy,4,Wedding,Summer,Rayon Chiffon,84.1
232,Aethel Modern Bespoke Navy Fashion Jewellery,Aethel Modern,5,3041.00,6083.00,50,4.4,371,Navy,4,Loungewear,Winter,Rayon Chiffon,83.8
235,Stitch & Stone Vintage White Running & Training Shoes,Stitch & Stone,3,1875.00,4688.00,60,4.4,221,White,4,Party,Summer,Mulberry Silk,83.7
184,Aethel Modern Embroidered White Casual Shirts,Aethel Modern,2,751.00,1878.00,60,4.3,326,White,4,Formal,Summer,Merino Wool,83.7
197,SoleCraft Co. Relaxed Fit Black Fashion Jewellery,SoleCraft Co.,5,3246.00,8116.00,60,4.6,483,Black,6,Wedding,Summer,Organic Linen,83.6
223,Kritika Ethnics Textured Olive Tops & Tees,Kritika Ethnics,1,2172.00,3104.00,30,4.4,293,Olive,6,Wedding,Summer,Genuine Leather,83.6
243,Aura & Silk Boho Olive Trousers & Jeans,Aura & Silk,1,3282.00,4689.00,30,4.9,218,Olive,4,Wedding,All Season,Rayon Chiffon,83.4
168,Loom & Weave Structured Beige Trousers & Jeans,Loom & Weave,1,2334.00,3112.00,25,4.4,142,Beige,5,Formal,Winter,Velvet Blend,83.3
155,SoleCraft Co. Textured Black Heels & Pumps,SoleCraft Co.,3,4072.00,8145.00,50,3.9,171,Black,2,Casual,Summer,Velvet Blend,83.0
159,Loom & Weave Artisanal Beige Casual Shirts,Loom & Weave,2,2464.00,4929.00,50,4.6,775,Beige,3,Party,Winter,Rayon Chiffon,82.8
63,Stitch & Stone Embroidered Maroon Kurtas & Suits,Stitch & Stone,1,2350.00,5877.00,60,4.9,676,Maroon,2,Wedding,Monsoon,Genuine Leather,82.7
218,Aethel Modern Relaxed Fit Pink Tops & Tees,Aethel Modern,1,1244.00,1778.00,30,4.5,937,Pink,3,Formal,Summer,100% Cotton,82.6
214,Aethel Modern Embroidered Charcoal Kurtas,Aethel Modern,2,2312.00,3558.00,35,4.9,306,Charcoal,5,Wedding,Summer,Velvet Blend,82.4
56,Loom & Weave Relaxed Fit Black Fragrances & Perfumes,Loom & Weave,4,1733.00,3466.00,50,4.2,175,Black,3,Wedding,Monsoon,Genuine Leather,82.3
114,Saffron Studio Structured Beige Formal Shirts,Saffron Studio,2,3748.00,4686.00,20,4.6,361,Beige,2,Sports,All Season,Selvedge Denim,82.1
129,Saffron Studio Tailored Beige Casual Shirts,Saffron Studio,2,3361.00,4482.00,25,4.2,595,Beige,4,Wedding,Winter,100% Cotton,82.1
24,Ivory Linen Boxy Crop Top,Urban Thread,1,1299.00,2199.00,40,4.3,189,White,3,Casual,Summer,100% Pure Organic Linen,82.0
4,Ivory Linen Boxy Crop Top,Urban Thread,1,1299.00,2199.00,40,4.3,189,White,3,Casual,Summer,100% Pure Organic Linen,82.0
160,SoleCraft Co. Structured White Sneakers,SoleCraft Co.,3,2622.00,6557.00,60,4.7,906,White,3,Wedding,Winter,Mulberry Silk,81.8
224,Noir Paris Vintage Black Jackets & Hoodies,Noir Paris,2,1179.00,2948.00,60,3.9,340,Black,2,Formal,Monsoon,Merino Wool,81.8
112,Urban Thread Textured Burgundy Wallets & Belts,Urban Thread,5,1107.00,2768.00,60,4.0,400,Burgundy,4,Formal,Summer,Mulberry Silk,81.7
20,Noir Paris Minimalist Maroon Formal Shoes,Noir Paris,3,3294.00,8237.00,60,3.9,731,Maroon,4,Party,Summer,Rayon Chiffon,81.6
57,Loom & Weave Urban Charcoal Fashion Jewellery,Loom & Weave,5,2769.00,5539.00,50,4.0,769,Charcoal,2,Casual,All Season,Rayon Chiffon,81.0
211,Velora Luxe Structured Olive Lipsticks & Lip Care,Velora Luxe,4,1684.00,2406.00,30,4.7,875,Olive,2,Wedding,All Season,Genuine Leather,80.8
137,Kritika Ethnics Boho Beige Watches & Chronos,Kritika Ethnics,5,4817.00,9634.00,50,4.0,640,Beige,2,Formal,Summer,Velvet Blend,80.8
131,SoleCraft Co. Signature Lavender Serums & Skincare,SoleCraft Co.,4,2437.00,3250.00,25,4.6,806,Lavender,4,Loungewear,Winter,Genuine Leather,80.7
43,Stitch & Stone Tailored Navy Blazers & Jackets,Stitch & Stone,1,1971.00,4929.00,60,4.5,378,Navy,3,Sports,Summer,Rayon Chiffon,80.2
98,Vibe Republic Textured Red Tops & Tees,Vibe Republic,1,2637.00,3516.00,25,4.0,298,Red,3,Wedding,Summer,Genuine Leather,80.1
44,Noir Paris Structured White T-Shirts & Polos,Noir Paris,2,5070.00,6761.00,25,4.9,698,White,5,Loungewear,All Season,100% Cotton,79.7
177,Vibe Republic Signature Charcoal Wallets & Belts,Vibe Republic,5,4965.00,9930.00,50,4.8,94,Charcoal,4,Wedding,Winter,Genuine Leather,79.3
165,Velora Luxe Vintage Maroon Running & Training Shoes,Velora Luxe,3,2640.00,6600.00,60,4.2,318,Maroon,3,Sports,Monsoon,Selvedge Denim,79.3
69,SoleCraft Co. Artisanal Red Casual Shirts,SoleCraft Co.,2,2450.00,4456.00,45,4.7,947,Red,3,Party,Summer,Merino Wool,79.2
122,Aura & Silk Artisanal Red Fashion Jewellery,Aura & Silk,5,6594.00,9420.00,30,4.1,429,Red,3,Casual,Summer,Genuine Leather,78.6
219,SoleCraft Co. Embroidered Lavender Jeans & Chinos,SoleCraft Co.,2,894.00,1788.00,50,3.8,61,Lavender,2,Loungewear,All Season,Genuine Leather,78.6
204,SoleCraft Co. Boho White Jackets & Hoodies,SoleCraft Co.,2,2438.00,4434.00,45,4.0,349,White,3,Sports,Winter,Selvedge Denim,78.4
144,Stitch & Stone Relaxed Fit Olive T-Shirts & Polos,Stitch & Stone,2,3708.00,6181.00,40,4.8,298,Olive,4,Formal,Monsoon,Mulberry Silk,78.3
146,Saffron Studio Bespoke Olive Face Makeup & Blush,Saffron Studio,4,1533.00,3066.00,50,4.4,445,Olive,2,Sports,All Season,Organic Linen,78.3
220,Aura & Silk Relaxed Fit White Loafers & Flats,Aura & Silk,3,6188.00,9520.00,35,4.2,151,White,2,Party,All Season,Velvet Blend,78.2
175,Aura & Silk Boho Pink Formal Shoes,Aura & Silk,3,2108.00,5270.00,60,4.1,597,Pink,6,Loungewear,Winter,Velvet Blend,77.4
80,SoleCraft Co. Relaxed Fit Black Formal Shoes,SoleCraft Co.,3,2538.00,4616.00,45,4.7,714,Black,2,Loungewear,Summer,100% Cotton,77.3
234,Vibe Republic Tailored Red Casual Shirts,Vibe Republic,2,3777.00,6296.00,40,4.7,676,Red,4,Wedding,All Season,Merino Wool,76.6
50,Vibe Republic Boho Black Running & Training Shoes,Vibe Republic,3,3985.00,9963.00,60,4.5,742,Black,3,Loungewear,Monsoon,Selvedge Denim,76.3
187,Vibe Republic Boho Charcoal Watches & Chronos,Vibe Republic,5,7008.00,8761.00,20,4.4,356,Charcoal,3,Party,Winter,Genuine Leather,76.0
90,SoleCraft Co. Boho Black Loafers & Flats,SoleCraft Co.,3,3976.00,9940.00,60,3.9,696,Black,2,Casual,Summer,Merino Wool,76.0
208,SoleCraft Co. Embroidered Burgundy Tops & Tees,SoleCraft Co.,1,1103.00,1577.00,30,4.7,850,Burgundy,5,Formal,All Season,Selvedge Denim,75.6
